OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3470470,T20180010950,ABS to receive accident,Finished,11/06/2018,01.30.00,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Fatal accident,Not known,No,67571,145.00139,-37.85887,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2500122.259,2404688.3,3,2,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Arterial Other",Divided,"Div,Undiv",Metro
3470507,T20180017367,ABS to receive accident,Finished,14/09/2018,12.40.00,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,337979,145.41631,-37.09375,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2537004.96,2489516.837,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3470517,T20180017387,ABS to receive accident,Finished,14/09/2018,14.20.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,338151,148.60193,-37.70007,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2817550.176,2416305.144,3,1,1,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,1,Yes,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3470729,T20180017966,ABS to receive accident,Finished,18/09/2018,13.12.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,80 km/hr,No,795,145.1587,-37.91848,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2513954.511,2398060.357,4,2,1,1,0,2,3,1,0,1,3,0,0,0,0,0,0,0,1,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3470783,T20180016198,ABS to receive accident,Finished,27/08/2018,18.45.00,Yes,Collision with vehicle,Monday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights unknown,Yes,Not at intersection,Fatal accident,Not known,No,337063,143.71014,-37.64264,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2386174.696,2427915.749,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GOLDEN PLAINS,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3470790,T20180016212,ABS to receive accident,Finished,28/08/2018,04.15.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,337956,143.92828,-37.36977,Non-Intersection,HEPBURN,WESTERN REGION,2405083.122,2458434.053,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HEPBURN,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3470856,T20180016654,ABS to receive accident,Finished,3/09/2018,12.26.00,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Fatal accident,50 km/hr,No,337908,146.25119,-38.17898,Non-Intersection,LATROBE,EASTERN REGION,2609630.799,2368437.124,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3470910,T20180017125,ABS to receive accident,Finished,10/09/2018,18.20.00,Yes,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,Yes,Not at intersection,Fatal accident,80 km/hr,No,337060,144.80549,-37.55134,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2482813.639,2438801.848,3,1,1,0,0,2,3,0,0,1,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3470918,T20180017139,ABS to receive accident,Finished,11/09/2018,10.46.00,No,Collision with vehicle,Tuesday,U TURN,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,337136,145.11733,-37.9375,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2510313.966,2395954.792,4,3,1,2,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3470935,T20180017615,ABS to receive accident,Finished,18/09/2018,07.19.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,337959,144.80247,-37.76715,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2482596.786,2414850.068,4,1,1,0,0,3,4,0,0,0,3,1,0,0,0,0,0,0,0,1,No,0,3,1,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3470955,T20180016697,ABS to receive accident,Finished,4/09/2018,05.50.00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,337626,144.74051,-37.32339,Non-Intersection,MACEDON RANGES,NORTHERN REGION,2477003.612,2464084.012,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MACEDON RANGES,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3471008,T20180016730,ABS to receive accident,Finished,4/09/2018,11.15.00,No,Collision with a fixed object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,338838,146.60323,-36.38146,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2643833.418,2567419.935,2,2,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WANGARATTA,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3471027,T20180017648,ABS to receive accident,Finished,18/09/2018,15.05.00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,337971,143.0664,-38.45566,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2331206.082,2336727.028,3,3,1,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CORANGAMITE,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3471130,T20180017275,ABS to receive accident,Finished,13/09/2018,10.20.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Unk.,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,341496,145.79411,-38.2999,Off Road,SOUTH GIPPSLAND,EASTERN REGION,2569470.189,2355444.155,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",,,,,,,Country
3471262,T20180016859,ABS to receive accident,Finished,6/09/2018,07.20.00,No,Struck Pedestrian,Thursday,PARKED CAR RUN AWAY,No,Day,Yes,T intersection,Fatal accident,50 km/hr,No,56910,145.20581,-37.79319,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,2518126.783,2411958.371,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,MELB_URBAN,MELB_URBAN,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471279,T20180017349,ABS to receive accident,Finished,14/09/2018,07.00.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Unk.,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,341497,146.50272,-38.67726,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,2630795.365,2312804.602,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3471281,T20180017351,ABS to receive accident,Finished,14/09/2018,13.12.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,80 km/hr,No,313140,146.09905,-37.04456,Intersection,MANSFIELD,NORTH EASTERN REGION,2597754.1,2494491.43,2,2,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MANSFIELD,NORTH EASTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3471343,T20180014647,ABS to receive accident,Finished,4/08/2018,00.50.00,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,337057,145.376,-36.34753,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2533748.846,2572329.334,4,4,1,0,3,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3471354,T20180015169,ABS to receive accident,Finished,11/08/2018,13.25.00,No,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,49230,142.12539,-34.2323,Intersection,MILDURA,WESTERN REGION,2234930.793,2803151.365,7,1,1,0,0,6,3,4,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3471372,T20180015644,ABS to receive accident,Finished,18/08/2018,18.26.00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,60 km/hr,No,337066,145.149,-37.81006,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2513119.73,2410095.465,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471379,T20180016087,ABS to receive accident,Finished,25/08/2018,19.50.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,337964,144.94592,-37.60915,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2495224.958,2432402.581,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3471394,T20180014680,ABS to receive accident,Finished,4/08/2018,19.15.00,Yes,Collision with vehicle,Saturday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Fatal accident,70 km/hr,No,65746,145.24445,-37.80999,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2521524.619,2410086.31,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3471458,T20180015224,ABS to receive accident,Finished,12/08/2018,09.58.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),Yes,Day,Yes,T intersection,Fatal accident,40 km/hr,No,37690,144.9946,-37.84457,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499524.452,2406276.024,3,2,1,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,No,0,6,0,5,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471589,T20180014317,ABS to receive accident,Finished,30/07/2018,23.49.00,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,337054,144.93809,-37.6875,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2494539.618,2423706.719,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3471606,T20180014836,ABS to receive accident,Finished,7/08/2018,06.50.00,No,Collision with vehicle,Tuesday,HEAD ON(OVERTAKING),Yes,Dusk/Dawn,Yes,Not at intersection,Fatal accident,60 km/hr,No,339534,144.5536,-37.68532,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2460627.944,2423857.361,3,1,1,0,0,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,No,0,3,0,1,2,0,SMALL_CITIES,SMALL_CITIES,MELTON,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471630,T20180015807,ABS to receive accident,Finished,21/08/2018,10.35.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Fatal accident,100 km/hr,No,246247,146.16955,-38.62053,Intersection,SOUTH GIPPSLAND,EASTERN REGION,2601875.294,2319509.856,3,3,2,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTH GIPPSLAND,"EASTERN REGION,EASTERN REGION",A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3471677,T20180015818,ABS to receive accident,Finished,21/08/2018,17.28.00,No,No collision and no object struck,Tuesday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,337046,145.56653,-38.04407,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2549729.882,2383984.482,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471686,T20180015837,ABS to receive accident,Finished,21/08/2018,21.30.00,Yes,collision with some other object,Tuesday,STRUCK OBJECT ON CARRIAGEWAY,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,337053,146.93402,-37.04691,Non-Intersection,ALPINE,NORTH EASTERN REGION,2672007.045,2493047.057,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,ALPINE,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3471783,T20180015880,ABS to receive accident,Finished,22/08/2018,17.00.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,50 km/hr,Yes,337064,145.06452,-37.58241,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2505698.449,2435369.305,4,4,1,2,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471806,T20180014460,ABS to receive accident,Finished,1/08/2018,16.45.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,70 km/hr,No,47398,145.29599,-37.98893,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2526000.926,2390212.844,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3471822,T20180015434,ABS to receive accident,Finished,15/08/2018,18.20.00,Yes,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,70 km/hr,No,337050,144.77955,-37.74095,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2480570.776,2417753.965,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3472001,T20180016007,ABS to receive accident,Finished,24/08/2018,15.05.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,49305,145.10362,-36.2113,Intersection,CAMPASPE,NORTHERN REGION,2509317.338,2587507.077,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CAMPASPE,NORTHERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3472117,T20180014631,ABS to receive accident,Finished,4/08/2018,05.00.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Fatal accident,100 km/hr,No,337059,144.74689,-37.7773,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2477702.705,2413712.344,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MELTON,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3472144,T20180020565,ABS to receive accident,Finished,2/11/2018,06.50.00,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,338447,145.48317,-38.07182,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2542397.134,2380945.045,3,1,1,0,0,2,1,2,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,SMALL_CITIES,SMALL_CITIES,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Metro
3472222,T20180021505,ABS to receive accident,Finished,16/11/2018,13.30.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,339352,147.35645,-36.95244,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2709829.005,2502680.713,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3472225,T20180020168,ABS to receive accident,Finished,27/10/2018,05.20.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,338226,141.91152,-37.70046,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,2227700.567,2417852.904,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3472236,T20180020188,ABS to receive accident,Finished,27/10/2018,12.50.00,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,338225,145.43181,-36.04187,Non-Intersection,MOIRA,NORTH EASTERN REGION,2538912.023,2606223.239,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,MOIRA,NORTH EASTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3472246,T20180020609,ABS to receive accident,Finished,2/11/2018,21.48.00,Yes,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,338515,146.25007,-36.07535,Non-Intersection,INDIGO,NORTH EASTERN REGION,2612597.815,2601856.816,6,6,2,4,0,0,5,1,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"WANGARATTA,INDIGO",NORTH EASTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3472259,T20180021074,ABS to receive accident,Finished,11/11/2018,02.49.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,Not known,Yes,341671,144.03001,-38.31566,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2415161.663,2353552.325,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3472274,T20180021540,ABS to receive accident,Finished,17/11/2018,13.03.00,No,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,339256,146.10267,-37.90344,Non-Intersection,BAW BAW,EASTERN REGION,2596971.995,2399179.631,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3472282,T20180020205,ABS to receive accident,Finished,27/10/2018,23.30.00,Yes,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,341714,142.54343,-38.4058,Off Road,WARRNAMBOOL,SOUTH WESTERN REGION,2285420.066,2341208.329,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,WARRNAMBOOL,SOUTH WESTERN REGION,,,,,,,Country
3472291,T20180020617,ABS to receive accident,Finished,3/11/2018,09.32.00,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,Yes,338514,145.13884,-37.64195,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2512252.369,2428754.71,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,1,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3472355,T20180021109,ABS to receive accident,Finished,11/11/2018,16.15.00,Yes,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,339178,145.52217,-37.70557,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2546042.678,2421576.036,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3472368,T20180021572,ABS to receive accident,Finished,17/11/2018,22.42.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Fatal accident,80 km/hr,No,58044,145.28761,-37.88866,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525299.195,2401344.149,3,3,1,0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
