OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3461178,T20170021393,ABS to receive accident,Finished,10/11/2017,02.19.00,Yes,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Yes,Not at intersection,Fatal accident,100 km/hr,No,324550,144.21143,-36.81067,Non-Intersection,BENDIGO,NORTHERN REGION,2429645.295,2520716.971,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3461223,T20170021021,ABS to receive accident,Finished,3/11/2017,16.45.00,Yes,Collision with vehicle,Friday,STRUCK TRAIN,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,323994,143.60709,-38.02457,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2377701.591,2385402.258,3,1,1,0,0,2,2,1,0,0,2,0,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CORANGAMITE,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3461380,T20170021090,ABS to receive accident,Finished,5/11/2017,02.15.00,Yes,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,No,323298,145.64598,-36.72999,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,2557693.812,2529764.123,5,5,1,1,3,0,5,0,0,4,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,STRATHBOGIE,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3461393,T20170021508,ABS to receive accident,Finished,11/11/2017,14.31.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,Camping grounds or off road,Yes,323536,143.55135,-38.51017,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2373628.233,2331428.014,3,3,1,0,2,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3461395,T20170021881,ABS to receive accident,Finished,17/11/2017,01.00.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,50 km/hr,Yes,323728,145.06009,-37.86818,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2505287.159,2403653.524,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3461423,T20170021096,ABS to receive accident,Finished,5/11/2017,09.15.00,Yes,Struck animal,Sunday,STRUCK ANIMAL,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,323297,144.38929,-37.13461,Non-Intersection,MOUNT ALEXANDER,NORTHERN REGION,2445744.329,2484889.406,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,MOUNT ALEXANDER,NORTHERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
3461432,T20170021109,ABS to receive accident,Finished,5/11/2017,13.40.00,No,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Fatal accident,100 km/hr,No,51985,146.90987,-37.90624,Intersection,WELLINGTON,EASTERN REGION,2667945.976,2397746.43,4,2,2,0,0,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WELLINGTON,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3461433,T20170021111,ABS to receive accident,Finished,5/11/2017,14.30.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,Not at intersection,Fatal accident,80 km/hr,No,324112,145.45671,-37.68345,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2540282.358,2424061.244,5,4,1,1,2,1,2,3,0,2,3,0,0,0,0,0,0,0,1,0,No,0,3,0,3,0,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Metro
3461436,T20170021516,ABS to receive accident,Finished,11/11/2017,14.20.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Fatal accident,60 km/hr,No,243644,144.3582,-38.16513,Intersection,GEELONG,SOUTH WESTERN REGION,2443752.935,2370505.27,4,1,1,0,0,3,4,0,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3461460,T20170019467,ABS to receive accident,Finished,13/10/2017,03.39.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,322487,146.94685,-36.16642,Non-Intersection,WODONGA,NORTH EASTERN REGION,2675145.24,2590700.479,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WODONGA,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
3461555,T20170019087,ABS to receive accident,Finished,7/10/2017,08.56.00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Fatal accident,60 km/hr,No,39338,145.12859,-37.81866,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2511321.44,2409143.7,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,Yes,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3461624,T20170019583,ABS to receive accident,Finished,14/10/2017,15.09.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,Yes,322528,143.38442,-36.99701,Non-Intersection,PYRENEES,WESTERN REGION,2356217.767,2499111.801,29,19,2,17,0,10,1,19,0,28,1,0,0,0,0,0,0,0,0,0,No,0,1,0,0,0,1,RURAL_VICTORIA,RURAL_VICTORIA,PYRENEES,WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3461713,T20170019168,ABS to receive accident,Finished,8/10/2017,13.14.00,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,110 km/hr,Yes,323368,145.65931,-36.69408,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,2558912.291,2533740.201,5,5,1,1,3,0,3,2,0,4,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,STRATHBOGIE,NORTH EASTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
3461873,T20170019252,ABS to receive accident,Finished,9/10/2017,23.00.00,Yes,Collision with vehicle,Monday,RIGHT THROUGH,Yes,Dark Street lights on,Yes,Cross intersection,Fatal accident,60 km/hr,No,29653,145.08628,-37.90313,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2507588.358,2399772.59,2,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Metro
3461932,T20170019730,ABS to receive accident,Finished,16/10/2017,17.08.00,Yes,Collision with vehicle,Sunday,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,No,Day,Yes,Cross intersection,Fatal accident,80 km/hr,No,234393,146.44699,-38.20299,Intersection,LATROBE,EASTERN REGION,2626745.333,2365528.637,2,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,LATROBE,"EASTERN REGION,EASTERN REGION",,,,,,,Country
3461958,T20170018863,ABS to receive accident,Finished,3/10/2017,21.02.00,Yes,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Fatal accident,40 km/hr,No,45428,144.92587,-37.76995,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2493469.216,2414555.058,3,1,1,0,0,2,3,0,0,0,2,0,0,1,0,0,0,0,0,1,No,0,5,0,4,1,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3461979,T20170019308,ABS to receive accident,Finished,10/10/2017,15.50.00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Fatal accident,60 km/hr,No,322384,145.1046,-37.90536,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2509199.106,2399523.572,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3462199,T20170019881,ABS to receive accident,Finished,18/10/2017,16.48.00,No,Struck Pedestrian,Wednesday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Fatal accident,40 km/hr,No,322649,144.96044,-37.81442,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496516.392,2409621.182,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3462245,T20170019892,ABS to receive accident,Finished,18/10/2017,20.30.00,Yes,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),Yes,Dusk/Dawn,Yes,Not at intersection,Fatal accident,100 km/hr,No,322648,144.07654,-38.2624,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2419174.005,2359504.493,3,1,1,0,0,2,2,1,1,1,1,0,0,0,0,0,1,0,0,1,No,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,SURF COAST,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
